function,file,line,package,verdict,design_score,test_score,quality_score,test_quality,tests_executing,direct_tests,cov_all_pct,mutants_killed,mutants_total,trivial,verified,top_issue
Document.convertPair,internal/config/document.go,173,internal/config,nit,4,3,7,adequate,360,,86.7,4,6,False,,"A key such as '1: a' or 'true: x' is reported as 'a mapping key must be a string (at )': parent path only, with no key text and no line."
integerValue,internal/config/document.go,202,internal/config,good,5,4,9,strong,355,TestLeadingZeroStaysAString,80.0,1,2,False,,
isDigits,internal/config/document.go,221,internal/config,good,5,3,8,adequate,2,,75.0,2,4,False,,
EnvOverrides,internal/config/effective.go,68,internal/config,nit,4,0,4,none,0,,0.0,,,False,downgraded,"Unused exported function: rg finds no caller. Neither doctor nor site/content/docs/reference/environment.md uses it, so its stated purpose is unmet and the docs can drift from envPaths unnoticed."
Bundle.Resolve,internal/config/effective.go,77,internal/config,nit,4,3,7,adequate,344,TestResolveLayers TestResolveLayerPrecedence TestWorkstationLayer TestResolveRecordsFilePositions TestUnknownContextAndCluster,83.3,6,8,False,,"ResolveOptions.Context says an empty value 'takes the current one', but Resolve first reads CLUSTERCTL_CONTEXT through env. This is the only place that variable is read."
Bundle.workstationFor,internal/config/effective.go,175,internal/config,nit,4,2,6,weak,342,TestWorkstationLayer,57.1,0,3,False,downgraded,"The ctx parameter is unused. With it, the name reads as if the workstation varied by context, which it does not."
applyOverrides,internal/config/effective.go,190,internal/config,good,4,3,7,adequate,342,,88.9,1,3,False,,"Both call sites (L122, L130) pass the same 'spec.overrides' path."
applyContextOverrides,internal/config/effective.go,207,internal/config,good,5,3,8,adequate,342,,75.0,3,5,False,,
applyEnv,internal/config/effective.go,231,internal/config,good,5,4,9,strong,342,,93.3,5,6,False,,
applySet,internal/config/effective.go,255,internal/config,good,5,4,9,strong,342,,90.9,3,4,False,,
decodeInto,internal/config/effective.go,276,internal/config,nit,4,3,7,adequate,347,,87.5,3,4,False,,"decodeInto and Decode are identical, and app.decode wraps Decode a third time."
Decode,internal/config/effective.go,291,internal/config,nit,4,3,7,adequate,317,,100.0,,,True,,An exported alias of decodeInto; internal/app wraps it again in decode().
Resolved.FromCommandLine,internal/config/effective.go,297,internal/config,nit,4,3,7,adequate,316,TestCommandLinePathsResolveAgainstTheWorkingDirectory,37.5,3,6,False,,"The name leaves out the environment layer, which also returns true; a reader of absoluteCommandLinePaths can miss that."
Load,internal/config/load.go,57,internal/config,good,5,4,9,strong,345,TestValidationReportsPositionAndSuggestion TestValidationRejectsWrongTypesAndVersions TestSecretDocumentIsIndexedWithoutAKey TestSecretDocumentMistakesAreReportedWhereWritten,100.0,,,True,,
load,internal/config/load.go,63,internal/config,good,5,4,9,strong,357,TestLoadExample,90.6,6,8,False,,
LoadDefault,internal/config/load.go,125,internal/config,nit,4,4,8,strong,9,TestLoadExample,75.0,1,2,False,,"Production code never calls it. When no files are found it returns an empty Bundle, while app.New refuses, so the two entry points behave differently."
addDocument,internal/config/load.go,138,internal/config,good,5,4,9,strong,353,TestDuplicateDocumentsAreRefused,100.0,2,2,False,,
documentAt,internal/config/load.go,150,internal/config,nit,4,2,6,weak,1,,66.7,1,1,False,,"Duplicates doc.Position(""kind""), which already falls back to Origin{File: d.File} when a top-level key has no recorded position."
quotedName,internal/config/load.go,158,internal/config,good,5,3,8,adequate,1,,66.7,1,1,False,,
Bundle.mergeConfigDocuments,internal/config/load.go,169,internal/config,nit,4,4,8,strong,347,TestContextNamedTwiceInOneDocumentIsRefused,95.7,4,6,False,,"The string path 'at' is shadowed by an int index also called 'at', so b.Config.Contexts[at] is easy to misread."
Bundle.Context,internal/config/load.go,204,internal/config,nit,4,3,7,adequate,344,TestUnknownContextAndCluster,90.0,4,5,False,,"The doc says an empty name returns the current context. When currentContext is not set and only one context is configured, that context is returned as well."
Bundle.ContextNames,internal/config/load.go,224,internal/config,good,5,2,7,weak,3,,100.0,,,False,,
documentName,internal/config/load.go,233,internal/config,good,5,4,9,strong,354,,100.0,1,1,False,,
names,internal/config/load.go,243,internal/config,good,5,3,8,adequate,1,,100.0,,,False,,
dirOf,internal/config/load.go,254,internal/config,good,5,3,8,adequate,339,,66.7,1,1,False,,
NewTree,internal/config/merge.go,22,internal/config,good,5,3,8,adequate,342,,100.0,,,True,,
Tree.Data,internal/config/merge.go,27,internal/config,good,5,3,8,adequate,339,,100.0,,,True,,
Tree.Origin,internal/config/merge.go,30,internal/config,good,5,4,9,strong,324,TestResolveLayerPrecedence TestResolveRecordsFilePositions TestWorkstationLayer,100.0,,,True,,
Tree.Value,internal/config/merge.go,39,internal/config,good,5,3,8,adequate,9,TestDottedKeysStayOneKey,100.0,,,True,,
lookupKeys,internal/config/merge.go,43,internal/config,nit,4,2,6,weak,9,TestDottedKeysStayOneKey,83.3,4,5,False,,"No doc comment, and it nearly duplicates lookup (238-254), which splits strictly. The same file has two path readers with different dotted-key semantics, which invites using the wrong one."
Tree.Origins,internal/config/merge.go,64,internal/config,nit,4,2,6,weak,1,TestConfigViewPrintsTheMergedConfiguration,100.0,,,False,,"The comment says 'returns every recorded path in sorted order', but it returns an unordered map[string]Origin. The sorting comes from Paths."
Tree.Paths,internal/config/merge.go,73,internal/config,good,5,2,7,weak,2,TestConfigViewPrintsTheMergedConfiguration,100.0,,,False,,
Tree.MergeDocument,internal/config/merge.go,89,internal/config,nit,4,3,7,adequate,342,TestResolveLayers,100.0,,,True,,"The comment describes a 'prefix' parameter that does not exist and never explains into, the destination path in the tree (cluster fields land under slurm, groups and bootPaths)."
Tree.MergeDocumentExcept,internal/config/merge.go,100,internal/config,good,4,2,6,weak,342,,100.0,2,4,False,,"The only call (effective.go:129) passes ""spec"", ""workstation"", ""overrides"" positionally after the layer, so the roles cannot be read at the call site. Cosmetic."
contains,internal/config/merge.go,119,internal/config,nit,4,3,7,adequate,321,,100.0,3,3,False,,"Duplicates slices.Contains (Go 1.26, already used in app, groups and mcpserver) and an identical copy in internal/redfish/system.go:232."
Tree.MergeMap,internal/config/merge.go,129,internal/config,nit,4,0,4,none,0,,0.0,,,True,downgraded,"Exported method with no caller in the repo or its tests. Values it merged would carry an Origin with only a layer, which config explain would show without a source."
docOrigin,internal/config/merge.go,138,internal/config,good,5,3,8,adequate,342,,100.0,,,True,,
fixedOrigin,internal/config/merge.go,144,internal/config,good,5,3,8,adequate,76,,100.0,,,True,,
Tree.mergeValue,internal/config/merge.go,151,internal/config,bug,2,3,5,adequate,342,TestResolveRecordsFilePositions TestOverrideMappingMergesKeyByKey TestDottedKeysStayOneKey,94.1,1,2,False,upheld,"Origins are keyed by the dot-joined path. Static groups gpu and gpu.a100: merging gpu.a100 deletes gpu's origin (HasPrefix(path, p+""."")). Reproduced: config explain groups.sources.static.static.gpu says 'nothing is set', and view --show-sources drops the row."
Tree.SetPath,internal/config/merge.go,185,internal/config,nit,4,4,8,strong,76,TestResolveLayerPrecedence,100.0,,,True,,"o.Layer is thrown away (override clears it and mergeValue sets it from layer), yet all three callers (effective.go:151, 247, 266) fill it with the same value as layer. The same fact comes from two sources."
Tree.override,internal/config/merge.go,192,internal/config,nit,4,3,7,adequate,323,,77.8,4,6,False,,"applyOverrides, applyContextOverrides (twice) and SetPath all pass at == from(srcPath), so at can be derived. A future caller could pass a mismatched pair and report errors at one place while attributing the value to another."
Tree.set,internal/config/merge.go,210,internal/config,nit,4,3,7,adequate,342,,75.0,2,3,False,,"mergeValue never passes a map to set, so the branch that replaces the root cannot fire. For an empty path with a scalar, set silently drops the value while mergeValue still records origins[""""]."
splitPath,internal/config/merge.go,230,internal/config,good,5,3,8,adequate,351,,100.0,1,1,False,,
lookup,internal/config/merge.go,238,internal/config,good,5,3,8,adequate,355,,90.9,3,3,False,,
joinPath,internal/config/merge.go,256,internal/config,good,5,3,8,adequate,356,,80.0,2,2,False,,
validatePath,internal/config/merge.go,267,internal/config,good,5,1,6,incidental,332,,75.0,1,2,False,,
ParseSetValue,internal/config/merge.go,279,internal/config,nit,4,3,7,adequate,76,TestParseSetValue,66.7,2,3,False,,The wrapper leaks. Environment errors read 'CLUSTERCTL_X: invalid value ...: --set: [1:8] ... value: a: b'. A raw value containing a newline ('1\nextra: 2') silently returns 1 and drops the rest (verified).
FormatValue,internal/config/merge.go,291,internal/config,nit,4,2,6,weak,10,,80.0,0,1,False,,"Sequence elements are joined unquoted, so [""a,b"",""c""] and [a,b,c] both render '[a,b,c]' (verified), and a string 'null' renders like nil. This contradicts the paste-back reason given for maps. Only table output is affected."
buildEffectiveSchema,internal/config/overrides.go,35,internal/config,nit,4,3,7,adequate,332,,68.4,4,5,False,,"The Marshal/UnmarshalJSON/AddResource/Compile pipeline duplicates buildSchemas (schema.go:66-88). Unlike that function it leaves the Compile error unwrapped, and labels an AddResource failure as 'compiling'."
checkOverride,internal/config/overrides.go,71,internal/config,nit,4,4,8,strong,332,TestOverrideValueIsValidated TestOverrideKeysAreCaseSensitive,88.9,4,4,False,,"Undocumented precondition: an empty path panics at tree.(map[string]any) or keys[0]. Both callers run validatePath first, but the guard lives elsewhere. at.Layer is also cleared twice."
checkDocumentOverrides,internal/config/overrides.go,105,internal/config,good,5,3,8,adequate,353,TestOverrideKeysAreCaseSensitive TestOverrideValueIsValidated,90.0,4,5,False,,
listSeparator,internal/config/paths.go,31,internal/config,nit,4,3,7,adequate,12,,66.7,,,True,,"Re-derives os.PathListSeparator by hand, and the tests already build their lists with os.PathListSeparator. filepath.SplitList does the same job, handles quoted entries on Windows and returns an empty slice for an empty string."
ConfigDirs,internal/config/paths.go,40,internal/config,good,5,2,7,weak,3,TestConfigInitDefaultsToTheUserConfigDirectory,100.0,1,1,False,,
UserConfigDir,internal/config/paths.go,50,internal/config,good,5,2,7,weak,25,TestConfigInitDefaultsToTheUserConfigDirectory,66.7,2,4,False,,
StateDir,internal/config/paths.go,63,internal/config,good,5,5,10,strong,2,TestStateAndCacheDirsNeedAHome,100.0,,,True,,
CacheDir,internal/config/paths.go,69,internal/config,good,5,5,10,strong,1,TestStateAndCacheDirsNeedAHome,100.0,,,True,,
xdgDir,internal/config/paths.go,80,internal/config,nit,4,5,9,strong,2,TestStateAndCacheDirsNeedAHome,100.0,3,3,False,,"When HOME is set but relative (the test's 'relative home' case), the error still says 'HOME is not set', which misleads the administrator about what to fix."
ExpandPath,internal/config/paths.go,92,internal/config,nit,4,3,7,adequate,370,TestPathResolvesAgainstTheSiteDocument TestCommandLinePathsResolveAgainstTheWorkingDirectory,87.5,2,4,False,,"The doc says a relative path is made absolute against base. With base """" (5 of 6 callers) it returns a relative cleaned path, so three callers wrap it in filepath.Abs themselves."
SearchPath,internal/config/paths.go,110,internal/config,good,5,4,9,strong,12,TestAMisspelledConfigIsReported,100.0,1,1,False,,
ExpandSearchDirs,internal/config/paths.go,120,internal/config,good,5,4,9,strong,2,TestConfigInitRefusesToShadowTheSearchPath,100.0,,,True,,
SearchEntries,internal/config/paths.go,127,internal/config,good,5,3,8,adequate,3,TestConfigInitSaysHowToReadAnotherDirectory,100.0,1,1,False,,
EnvEntries,internal/config/paths.go,136,internal/config,good,5,3,8,adequate,14,TestConfigInitRefusesSeveralPlaces,100.0,2,2,False,,
ExpandEntries,internal/config/paths.go,154,internal/config,good,5,4,9,strong,365,TestHiddenFilesAreNotConfiguration TestAMisspelledConfigIsReported,100.0,,,True,,
expandEntries,internal/config/paths.go,160,internal/config,nit,4,4,8,strong,367,TestAMisspelledConfigIsReported TestConfigurationOthersCanWriteIsRefused TestAnotherUsersConfigurationIsRefused TestHiddenFilesAreNotConfiguration,90.0,7,8,False,,"checkTrusted(entry) appears in both the file and the directory branch. The CheckTrustedParent call wraps its error with the same 'refusing to read configuration' prefix by hand, duplicating checkTrusted."
checkTrusted,internal/config/paths.go,209,internal/config,good,5,4,9,strong,366,TestConfigurationOthersCanWriteIsRefused TestAnotherUsersConfigurationIsRefused,100.0,,,True,,
yamlFilesIn,internal/config/paths.go,218,internal/config,good,5,4,9,strong,366,TestHiddenFilesAreNotConfiguration,90.0,3,4,False,,
ScaffoldDefaults,internal/config/scaffold.go,44,internal/config,good,5,4,9,strong,345,TestScaffoldResolvesOnItsOwn,100.0,,,True,,
Scaffold,internal/config/scaffold.go,66,internal/config,good,5,3,8,adequate,22,TestScaffoldResolvesOnItsOwn TestScaffoldWritesTheValuesGiven TestScaffoldKeepsNamesThatLookLikeOtherTypes TestScaffoldRejectsWhatCannotBeAName TestScaffoldPointsEditorsAtTheSchema TestScaffoldQuotesEveryName,82.8,5,8,False,,
ScaffoldOptions.withDefaults,internal/config/scaffold.go,119,internal/config,good,5,5,10,strong,22,TestScaffoldResolvesOnItsOwn TestScaffoldWritesTheValuesGiven,100.0,3,3,False,,
ScaffoldOptions.check,internal/config/scaffold.go,149,internal/config,good,5,5,10,strong,22,TestScaffoldRejectsWhatCannotBeAName,100.0,5,5,False,,
yamlScalar,internal/config/scaffold.go,171,internal/config,nit,4,5,9,strong,21,TestScaffoldQuotesEveryName TestScaffoldKeepsNamesThatLookLikeOtherTypes,100.0,,,True,,The wrapper exists only to add an error return that is always nil. template.FuncMap accepts a function with a single result.
QuoteYAML,internal/config/scaffold.go,175,internal/config,good,5,3,8,adequate,23,TestScaffoldQuotesEveryName,100.0,,,True,,
schemaURL,internal/config/scaffold.go,179,internal/config,nit,4,4,8,strong,21,TestScaffoldPointsEditorsAtTheSchema,66.7,1,2,False,,"schemaID + strings.ToLower(kind) + "".json"" is repeated from buildSchemas L63. The editor comment and the published $id could drift apart."
kindTypes,internal/config/schema.go,37,internal/config,good,5,4,9,strong,359,,100.0,,,True,,
buildSchemas,internal/config/schema.go,48,internal/config,nit,4,3,7,adequate,359,,69.2,4,6,False,,"The Marshal, UnmarshalJSON, NewCompiler, AddResource, Compile sequence is repeated almost line for line in overrides.go L50-65. Error wording and compile options can drift between the two."
loadSchemas,internal/config/schema.go,92,internal/config,good,5,3,8,adequate,359,,100.0,,,True,,
SchemaJSON,internal/config/schema.go,99,internal/config,good,5,4,9,strong,3,TestSchemaJSON TestConfigSchemaIsUsableByAnEditor,83.3,3,4,False,,
SchemaKinds,internal/config/schema.go,111,internal/config,good,5,4,9,strong,2,,100.0,,,True,,
ValidateDocument,internal/config/schema.go,115,internal/config,nit,4,4,8,strong,357,TestValidationReportsPositionAndSuggestion TestValidationRejectsWrongTypesAndVersions TestOnlyASecretMayBeEncrypted,90.0,6,7,False,,"sort.Strings orders 'file:line:col' as text, so line 10 is listed before line 6. Verified: config validate printed site.yaml:10:5 before site.yaml:6:3."
describe,internal/config/schema.go,155,internal/config,good,5,3,8,adequate,13,TestValidationRejectsWrongTypesAndVersions,100.0,2,2,False,,
unknownKeys,internal/config/schema.go,175,internal/config,nit,4,4,8,strong,356,TestValidationReportsPositionAndSuggestion TestOverrideKeysAreCaseSensitive TestFieldsNothingReadsAreRefused,96.6,4,6,False,,"root and schema are both *jsonschema.Schema and sit next to each other, so a swap at the recursive call sites compiles silently. doc and root are threaded unchanged through every recursion."
